condFile,condFileIm,cueFile,cueFileIm,recogFile,recogFileIm,cues,stimulus,CORRanswer,trialtype,valArous,block,StimulusType,corrAnsw,words,images,trialType,ValArous,Panas_routine.thisRepN,Panas_routine.thisTrialN,Panas_routine.thisN,Panas_routine.thisIndex,skip_routine.thisRepN,skip_routine.thisTrialN,skip_routine.thisN,skip_routine.thisIndex,Group.thisRepN,Group.thisTrialN,Group.thisN,Group.thisIndex,loop_cues.thisRepN,loop_cues.thisTrialN,loop_cues.thisN,loop_cues.thisIndex,loop_cues2.thisRepN,loop_cues2.thisTrialN,loop_cues2.thisN,loop_cues2.thisIndex,instruction_wordfirst.thisRepN,instruction_wordfirst.thisTrialN,instruction_wordfirst.thisN,instruction_wordfirst.thisIndex,instruction_image_first.thisRepN,instruction_image_first.thisTrialN,instruction_image_first.thisN,instruction_image_first.thisIndex,PM_task_loop.thisRepN,PM_task_loop.thisTrialN,PM_task_loop.thisN,PM_task_loop.thisIndex,recog_task_loop.thisRepN,recog_task_loop.thisTrialN,recog_task_loop.thisN,recog_task_loop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,finalLoop.thisRepN,finalLoop.thisTrialN,finalLoop.thisN,finalLoop.thisIndex,SAMratings.thisRepN,SAMratings.thisTrialN,SAMratings.thisN,SAMratings.thisIndex,key_resp_PM.keys,key_resp_PM.corr,key_resp_PM.rt,key_resp_PM.lenient,key_resp_18.keys,key_resp_18.corr,key_resp_18.rt,slider_valence.response,slider_valence.rt,slider_arousal.response,slider_arousal.rt,key_resp_23.keys,key_resp_23.corr,key_resp_23.rt,participant,Group,session,date,expName,psychopyVersion,frameRate,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,exercise,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,inferior,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,crutch,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,afraid,h,7,NegH1,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,None,0,[],0,,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,obesity,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,bless,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,obesity,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,pistol,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,bored,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,pity,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,politeness,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,pity,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,bunny,h,2,PosL1,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,None,0,[],0,,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,beautiful,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,street,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,beautiful,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,aroused,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,demon,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,aroused,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,cash,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,immature,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,cheer,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,statue,h,3,NeuL1,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,None,0,[],0,,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,cheer,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,controlling,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,messy,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,cliff,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,butterfly,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,cliff,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,erotic,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,vest,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,dazzle,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,disloyal,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,dazzle,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,birthday,h,5,PosH1,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,None,0,[],0,,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,defiant,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,fault,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,defiant,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,shotgun,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,revolt,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,unhappy,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,revolt,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,car,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,fight,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,obsession,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,startled,h,6,NeuH1,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,None,0,[],0,,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,obsession,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,messy,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,anger,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,exercise,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,anger,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,suspicious,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,politeness,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,suspicious,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,shark,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,detest,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,shark,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,bunny,h,2,PosL1,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,None,0,[],0,,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,cash,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,cancer,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,pistol,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,cancer,d,1,Hit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,excitement,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,bankrupt,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
PM_words_list_1.xlsx,PM_images_list_1.xlsx,cue words.xlsx,cue images.xlsx,recog_task.xlsx,recog_task_images1.xlsx,,fight,l,0,NoHit,1,Words,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,None,0,[],[],,,,,,,,,,,,A,2,2019_Jul_01_2022,PM,3.0.6,59.95113035579848,
